173.7,0
173.83,0.5
174.23,1
174.89,1.5
175.8,2
176.98,2.5
178.42,3
180.12,3.5
182.07,4
184.29,4.5
186.76,5
189.49,5.5
192.48,6
195.73,6.5
199.24,7
203,7.5
207.02,8
211.29,8.5
215.82,9
220.61,9.5
225.65,10
230.95,10.5
236.5,11
242.31,11.5
248.36,12
254.68,12.5
261.25,13
267.94,13.5
274.63,14
281.33,14.5
288.02,15
294.71,15.5
301.41,16
308.1,16.5
314.79,17
321.49,17.5
328.18,18
334.87,18.5
341.57,19
348.26,19.5
354.95,20
361.65,20.5
368.34,21
375.03,21.5
381.73,22
388.42,22.5
395.11,23
401.81,23.5
408.5,24
415.19,24.5
421.89,25
428.58,25.5
435.27,26
441.97,26.5
448.66,27
455.48,27.5
462.56,28
469.89,28.5
477.46,29
485.25,29.5
493.26,30
501.48,30.5
509.88,31
518.47,31.5
527.22,32
536.15,32.5
545.22,33
554.4,33.5
563.7,34
573.11,34.5
582.62,35
592.24,35.5
601.96,36
611.77,36.5
621.68,37
631.68,37.5
641.72,38
651.76,38.5
661.68,39
671.33,39.5
680.72,40
689.85,40.5
698.72,41
707.46,41.5
716.2,42
724.94,42.5
733.68,43
742.42,43.5
751.16,44
759.91,44.5
768.65,45
777.39,45.5
786.13,46
794.87,46.5
803.61,47
812.35,47.5
821.09,48
829.83,48.5
838.57,49
847.31,49.5
856.05,50
864.8,50.5
873.54,51
882.28,51.5
891.02,52
899.76,52.5
908.5,53
917.24,53.5
925.98,54
934.72,54.5
943.46,55
952.2,55.5
960.95,56
969.69,56.5
978.43,57
987.17,57.5
995.91,58
1004.65,58.5
1013.39,59
1022.13,59.5
1030.87,60
1039.61,60.5
1048.35,61
1057.09,61.5
1065.84,62
1074.58,62.5
1083.32,63
1092.06,63.5
1100.8,64
1109.54,64.5
1118.28,65
1127.02,65.5
1135.76,66
1144.5,66.5
1153.24,67
1161.98,67.5
1170.73,68
1179.47,68.5
1188.21,69
1196.95,69.5
1205.69,70
1214.43,70.5
1223.17,71
1231.91,71.5
1240.65,72
1249.39,72.5
1258.13,73
1266.95,73.5
1275.92,74
1285.03,74.5
1294.27,75
1303.65,75.5
1313.16,76
1322.8,76.5
1332.55,77
1342.42,77.5
1352.41,78
1362.51,78.5
1372.71,79
1383.02,79.5
1393.43,80
1403.94,80.5
1414.55,81
1425.21,81.5
1435.86,82
1446.52,82.5
1457.17,83
1467.83,83.5
1478.49,84
1489.14,84.5
1499.8,85
1510.45,85.5
1521.11,86
1531.77,86.5
1542.42,87
1553.08,87.5
1563.73,88
1574.39,88.5
1585.05,89
1595.7,89.5
1606.36,90
1617.01,90.5
1627.67,91
1638.33,91.5
1648.98,92
1659.64,92.5
1670.29,93
1680.95,93.5
1691.6,94
1702.26,94.5
1712.92,95
1723.57,95.5
1734.23,96
1744.88,96.5
1755.54,97
1766.2,97.5
1776.85,98
1787.51,98.5
1798.16,99
1808.82,99.5
1819.48,100
1830.13,100.5
1840.79,101
1851.44,101.5
1862.1,102
1872.76,102.5
1883.41,103
1894.07,103.5
1904.72,104
1915.38,104.5
1926.04,105
1936.69,105.5
1947.35,106
1958,106.5
1968.66,107
1979.32,107.5
1989.97,108
2000.63,108.5
2011.28,109
2021.94,109.5
2032.6,110
2043.25,110.5
2053.91,111
2064.56,111.5
2075.22,112
2085.88,112.5
2096.53,113
2107.19,113.5
2117.84,114
2128.5,114.5
2139.16,115
2149.81,115.5
2160.47,116
2171.12,116.5
2181.78,117
2192.44,117.5
2203.09,118
2213.75,118.5
2224.4,119
2235.06,119.5
2245.72,120
2256.37,120.5
2267.03,121
2277.68,121.5
2288.34,122
2298.99,122.5
2309.65,123
2320.31,123.5
2330.96,124
2341.62,124.5
2352.27,125
2362.93,125.5
2373.59,126
2384.24,126.5
2394.9,127
2405.55,127.5
2416.21,128
2426.87,128.5
2437.52,129
2448.18,129.5
2458.83,130
2469.49,130.5
2480.15,131
2490.8,131.5
2501.46,132
2512.11,132.5
2522.77,133
2533.43,133.5
2544.08,134
2554.74,134.5
2565.27,135
2575.56,135.5
2585.61,136
2595.42,136.5
2604.98,137
2614.31,137.5
2623.39,138
2632.23,138.5
2640.95,139
2649.55,139.5
2657.91,140
2666.03,140.5
2673.91,141
2681.55,141.5
2688.95,142
2696.12,142.5
2703.05,143
2709.73,143.5
2716.19,144
2722.4,144.5
2728.38,145
2734.12,145.5
2739.63,146
2744.9,146.5
2749.93,147
2754.73,147.5
2759.29,148
2763.63,148.5
2767.72,149
2771.58,149.5
2775.21,150
2778.61,150.5
2781.77,151
2784.7,151.5
2787.51,152
2790.21,152.5
2792.67,153
2794.91,153.5
2796.91,154
2798.68,154.5
2800.22,155
2801.53,155.5
2802.61,156
2803.46,156.5
2804.19,157
2804.81,157.5
2805.2,158
2805.47,158.5
2805.63,159
2805.67,159.5
2805.72,160
2805.76,160.5
2805.81,161
2805.85,161.5
2805.9,162
2805.94,162.5
2805.87,163
